90;1359
90;1297
90;1327
90;1360
90;1343
90;1311
90;1311
90;1291
90;1308
90;1358
90;1351
90;1324
90;1311
90;1359
90;1287
90;1343
90;1358
90;1356
90;1300
90;1312
90;1316
90;1348
90;1303
90;1303
90;1312
90;1344
90;1358
90;1328
90;1351
90;1328
90;1344
90;1343
90;1327
90;1298
90;1312
90;1332
90;1366
90;1352
90;1322
90;1343
90;1359
90;1312
90;1336
90;1316
90;1368
90;1299
90;1362
90;1280
90;1335
90;1283
90;1320
90;1311
90;1328
90;1360
90;1316
90;1344
90;1332
90;1359
90;1322
90;1348
90;1312
90;1296
90;1314
90;1342
90;1368
90;1327
90;1302
90;1344
90;1334
90;1352
90;1328
90;1344
90;1324
90;1296
90;1332
90;1343
90;1319
90;1324
90;1311
90;1359
90;1296
90;1359
90;1358
90;1332
90;1287
90;1326
90;1358
90;1312
90;1312
90;1376
90;1330
90;1358
90;1359
90;1344
90;1295
90;1303
90;1320
90;1343
90;1364
90;1295
90;1319
90;1343
90;1344
90;1298
90;1327
90;1336
90;1366
90;1299
90;1344
90;1334
90;1303
90;1312
90;1307
90;1302
90;1300
90;1303
90;1344
90;1366
90;1359
90;1330
90;1335
90;1297
90;1320
90;1343
90;1359
90;1362
90;1290
90;1312
90;1348
90;1300
90;1312
90;1322
90;1319
90;1356
90;1311
90;1364
90;1295
90;1350
90;1352
90;1320
90;1372
90;1344
90;1348
90;1327
90;1359
90;1320
90;1299
90;1356
90;1356
90;1332
90;1330
90;1296
90;1344
90;1312
90;1324
90;1360
90;1374
90;1327
90;1354
90;1359
90;1344
90;1312
90;1344
90;1344
90;1301
90;1344
90;1336
90;1348
90;1361
90;1346
90;1370
90;1302
